"tanggal","total_volume","total_nilai","nilai_hari_lalu","persentase_pertumbuhan"
"2024-06-09",26,96612589.00,121245404.00,-20.32
"2024-06-10",41,142809350.00,96612589.00,47.82
"2024-06-11",28,102329412.00,142809350.00,-28.35
"2024-06-12",31,106642764.00,102329412.00,4.22
"2024-06-13",38,152526715.00,106642764.00,43.03
"2024-06-14",18,61015829.00,152526715.00,-60.00
"2024-06-15",37,123521243.00,61015829.00,102.44
"2024-06-16",36,90037356.00,123521243.00,-27.11
"2024-06-17",35,110576012.00,90037356.00,22.81
"2024-06-18",27,116250884.00,110576012.00,5.13
"2024-06-19",30,91421627.00,116250884.00,-21.36
"2024-06-20",28,68647421.00,91421627.00,-24.91
"2024-06-21",49,177537416.00,68647421.00,158.62
"2024-06-22",48,173662054.00,177537416.00,-2.18
"2024-06-23",26,79473762.00,173662054.00,-54.24
"2024-06-24",31,110669341.00,79473762.00,39.25
"2024-06-25",28,113137499.00,110669341.00,2.23
"2024-06-26",44,114563677.00,113137499.00,1.26
"2024-06-27",24,97824779.00,114563677.00,-14.61
"2024-06-28",30,78568524.00,97824779.00,-19.68
"2024-06-29",34,114031437.00,78568524.00,45.14
"2024-06-30",38,128229978.00,114031437.00,12.45
"2024-07-01",31,121983135.00,128229978.00,-4.87
"2024-07-02",40,162911818.00,121983135.00,33.55
"2024-07-03",32,146004454.00,162911818.00,-10.38
"2024-07-04",32,115607793.00,146004454.00,-20.82
"2024-07-05",42,138925672.00,115607793.00,20.17
"2024-07-06",30,95967766.00,138925672.00,-30.92
"2024-07-07",29,124657787.00,95967766.00,29.90
"2024-07-08",24,86785085.00,124657787.00,-30.38
"2024-07-09",32,97891542.00,86785085.00,12.80
"2024-07-10",36,105352550.00,97891542.00,7.62
"2024-07-11",40,131978816.00,105352550.00,25.27
"2024-07-12",44,131303169.00,131978816.00,-0.51
"2024-07-13",35,119005262.00,131303169.00,-9.37
"2024-07-14",33,124864886.00,119005262.00,4.92
"2024-07-15",22,72958757.00,124864886.00,-41.57
"2024-07-16",36,137767497.00,72958757.00,88.83
"2024-07-17",47,166140447.00,137767497.00,20.59
"2024-07-18",38,116264984.00,166140447.00,-30.02
"2024-07-19",39,123756059.00,116264984.00,6.44
"2024-07-20",31,122470024.00,123756059.00,-1.04
"2024-07-21",44,150031611.00,122470024.00,22.50
"2024-07-22",27,85231915.00,150031611.00,-43.19
"2024-07-23",41,145524543.00,85231915.00,70.74
"2024-07-24",31,106675434.00,145524543.00,-26.70
"2024-07-25",30,107019359.00,106675434.00,0.32
"2024-07-26",35,131244120.00,107019359.00,22.64
"2024-07-27",33,111342609.00,131244120.00,-15.16
"2024-07-28",40,136269579.00,111342609.00,22.39
"2024-07-29",37,120295729.00,136269579.00,-11.72
"2024-07-30",35,126670402.00,120295729.00,5.30
"2024-07-31",31,94089513.00,126670402.00,-25.72
"2024-08-01",37,83991342.00,94089513.00,-10.73
"2024-08-02",32,106087811.00,83991342.00,26.31
"2024-08-03",33,104337165.00,106087811.00,-1.65
"2024-08-04",38,149651965.00,104337165.00,43.43
"2024-08-05",31,87117456.00,149651965.00,-41.79
"2024-08-06",39,161421717.00,87117456.00,85.29
"2024-08-07",41,162320481.00,161421717.00,0.56
"2024-08-08",31,105492733.00,162320481.00,-35.01
"2024-08-09",34,96232363.00,105492733.00,-8.78
"2024-08-10",36,115908123.00,96232363.00,20.45
"2024-08-11",36,130867876.00,115908123.00,12.91
"2024-08-12",31,97197613.00,130867876.00,-25.73
"2024-08-13",24,75678772.00,97197613.00,-22.14
"2024-08-14",36,121543499.00,75678772.00,60.60
"2024-08-15",34,120783273.00,121543499.00,-0.63
"2024-08-16",44,132786666.00,120783273.00,9.94
"2024-08-17",36,125423146.00,132786666.00,-5.55
"2024-08-18",20,83266272.00,125423146.00,-33.61
"2024-08-19",29,95588214.00,83266272.00,14.80
"2024-08-20",31,89478543.00,95588214.00,-6.39
"2024-08-21",36,133904132.00,89478543.00,49.65
"2024-08-22",33,116960184.00,133904132.00,-12.65
"2024-08-23",26,92302624.00,116960184.00,-21.08
"2024-08-24",26,86700534.00,92302624.00,-6.07
"2024-08-25",34,78514824.00,86700534.00,-9.44
"2024-08-26",39,142464661.00,78514824.00,81.45
"2024-08-27",24,75548343.00,142464661.00,-46.97
"2024-08-28",32,100956092.00,75548343.00,33.63
"2024-08-29",34,91748830.00,100956092.00,-9.12
"2024-08-30",33,106664366.00,91748830.00,16.26
"2024-08-31",37,106671515.00,106664366.00,0.01
"2024-09-01",28,85019543.00,106671515.00,-20.30
"2024-09-02",26,107960794.00,85019543.00,26.98
"2024-09-03",28,97816112.00,107960794.00,-9.40
"2024-09-04",30,93005493.00,97816112.00,-4.92
"2024-09-05",34,90015855.00,93005493.00,-3.21
"2024-09-06",19,53533727.00,90015855.00,-40.53
"2024-09-07",31,79031299.00,53533727.00,47.63
"2024-09-08",28,83719704.00,79031299.00,5.93
"2024-09-09",41,139311871.00,83719704.00,66.40
"2024-09-10",37,143154335.00,139311871.00,2.76
"2024-09-11",33,104074615.00,143154335.00,-27.30
"2024-09-12",31,114234271.00,104074615.00,9.76
"2024-09-13",31,113535662.00,114234271.00,-0.61
"2024-09-14",39,161542409.00,113535662.00,42.28
"2024-09-15",32,110865458.00,161542409.00,-31.37
"2024-09-16",28,113047456.00,110865458.00,1.97
"2024-09-17",29,91408890.00,113047456.00,-19.14
"2024-09-18",41,131480912.00,91408890.00,43.84
"2024-09-19",34,110865110.00,131480912.00,-15.68
"2024-09-20",21,67985648.00,110865110.00,-38.68
"2024-09-21",34,106695512.00,67985648.00,56.94
"2024-09-22",45,140651517.00,106695512.00,31.83
"2024-09-23",37,126951581.00,140651517.00,-9.74
"2024-09-24",21,78353470.00,126951581.00,-38.28
"2024-09-25",23,80932491.00,78353470.00,3.29
"2024-09-26",33,113461283.00,80932491.00,40.19
"2024-09-27",31,116048166.00,113461283.00,2.28
"2024-09-28",24,85664475.00,116048166.00,-26.18
"2024-09-29",28,71023623.00,85664475.00,-17.09
"2024-09-30",31,107823575.00,71023623.00,51.81
"2024-10-01",28,97161578.00,107823575.00,-9.89
"2024-10-02",30,83004353.00,97161578.00,-14.57
"2024-10-03",26,86264071.00,83004353.00,3.93
"2024-10-04",28,87519236.00,86264071.00,1.46
"2024-10-05",35,109277366.00,87519236.00,24.86
"2024-10-06",34,126445865.00,109277366.00,15.71
"2024-10-07",26,98624639.00,126445865.00,-22.00
"2024-10-08",33,109307444.00,98624639.00,10.83
"2024-10-09",40,115785055.00,109307444.00,5.93
"2024-10-10",36,127221451.00,115785055.00,9.88
"2024-10-11",29,75110353.00,127221451.00,-40.96
"2024-10-12",30,86750112.00,75110353.00,15.50
"2024-10-13",29,77367841.00,86750112.00,-10.82
"2024-10-14",18,47744427.00,77367841.00,-38.29
"2024-10-15",35,108084517.00,47744427.00,126.38
"2024-10-16",31,112828256.00,108084517.00,4.39
"2024-10-17",25,87051023.00,112828256.00,-22.85
"2024-10-18",31,84975072.00,87051023.00,-2.38
"2024-10-19",34,108206556.00,84975072.00,27.34
"2024-10-20",37,105565988.00,108206556.00,-2.44
"2024-10-21",31,91608678.00,105565988.00,-13.22
"2024-10-22",52,174120853.00,91608678.00,90.07
"2024-10-23",30,101881518.00,174120853.00,-41.49
"2024-10-24",34,101429422.00,101881518.00,-0.44
"2024-10-25",32,102180675.00,101429422.00,0.74
"2024-10-26",23,69009040.00,102180675.00,-32.46
"2024-10-27",33,76384129.00,69009040.00,10.69
"2024-10-28",30,108365308.00,76384129.00,41.87
"2024-10-29",32,108310918.00,108365308.00,-0.05
"2024-10-30",39,143653374.00,108310918.00,32.63
"2024-10-31",31,96269099.00,143653374.00,-32.99
"2024-11-01",33,142138776.00,96269099.00,47.65
"2024-11-02",37,102664121.00,142138776.00,-27.77
"2024-11-03",34,107016874.00,102664121.00,4.24
"2024-11-04",29,87855756.00,107016874.00,-17.90
"2024-11-05",26,107181722.00,87855756.00,22.00
"2024-11-06",27,79641354.00,107181722.00,-25.70
"2024-11-07",37,135028370.00,79641354.00,69.55
"2024-11-08",40,124677788.00,135028370.00,-7.67
"2024-11-09",38,123654372.00,124677788.00,-0.82
"2024-11-10",22,56035120.00,123654372.00,-54.68
"2024-11-11",32,109267093.00,56035120.00,95.00
"2024-11-12",35,118731087.00,109267093.00,8.66
"2024-11-13",36,109931316.00,118731087.00,-7.41
"2024-11-14",35,105073332.00,109931316.00,-4.42
"2024-11-15",27,108469677.00,105073332.00,3.23
"2024-11-16",26,70244488.00,108469677.00,-35.24
"2024-11-17",38,135873309.00,70244488.00,93.43
"2024-11-18",36,126864212.00,135873309.00,-6.63
"2024-11-19",35,123724505.00,126864212.00,-2.47
"2024-11-20",38,117235078.00,123724505.00,-5.25
"2024-11-21",31,108110195.00,117235078.00,-7.78
"2024-11-22",36,116138437.00,108110195.00,7.43
"2024-11-23",34,114368466.00,116138437.00,-1.52
"2024-11-24",39,130566825.00,114368466.00,14.16
"2024-11-25",28,90353952.00,130566825.00,-30.80
"2024-11-26",23,70505144.00,90353952.00,-21.97
"2024-11-27",40,118823458.00,70505144.00,68.53
"2024-11-28",40,118510130.00,118823458.00,-0.26
"2024-11-29",31,119445687.00,118510130.00,0.79
"2024-11-30",26,81628395.00,119445687.00,-31.66
"2024-12-01",28,120139249.00,81628395.00,47.18
"2024-12-02",33,94834005.00,120139249.00,-21.06
"2024-12-03",32,110053923.00,94834005.00,16.05
"2024-12-04",32,108706991.00,110053923.00,-1.22
"2024-12-05",32,64023495.00,108706991.00,-41.10
"2024-12-06",26,84236994.00,64023495.00,31.57
"2024-12-07",40,140989940.00,84236994.00,67.37
"2024-12-08",28,75339979.00,140989940.00,-46.56
"2024-12-09",30,111106414.00,75339979.00,47.47
"2024-12-10",24,84959637.00,111106414.00,-23.53
"2024-12-11",28,82644547.00,84959637.00,-2.72
"2024-12-12",41,149464133.00,82644547.00,80.85
"2024-12-13",34,132463169.00,149464133.00,-11.37
"2024-12-14",35,128550834.00,132463169.00,-2.95
"2024-12-15",29,103420767.00,128550834.00,-19.55
"2024-12-16",32,132961766.00,103420767.00,28.56
"2024-12-17",28,111258868.00,132961766.00,-16.32
"2024-12-18",29,86890102.00,111258868.00,-21.90
"2024-12-19",32,109399888.00,86890102.00,25.91
"2024-12-20",32,98868121.00,109399888.00,-9.63
"2024-12-21",39,147250933.00,98868121.00,48.94
"2024-12-22",32,113631632.00,147250933.00,-22.83
"2024-12-23",45,136412943.00,113631632.00,20.05
"2024-12-24",37,129756137.00,136412943.00,-4.88
"2024-12-25",29,115709025.00,129756137.00,-10.83
"2024-12-26",48,181474504.00,115709025.00,56.84
"2024-12-27",17,52660282.00,181474504.00,-70.98
"2024-12-28",28,101175800.00,52660282.00,92.13
"2024-12-29",26,76329976.00,101175800.00,-24.56
"2024-12-30",30,78992880.00,76329976.00,3.49
"2024-12-31",25,86608510.00,78992880.00,9.64
"2025-01-01",42,144168272.00,86608510.00,66.46
"2025-01-02",30,102545125.00,144168272.00,-28.87
"2025-01-03",48,165333006.00,102545125.00,61.23
"2025-01-04",37,127638427.00,165333006.00,-22.80
"2025-01-05",23,83955944.00,127638427.00,-34.22
"2025-01-06",27,95073689.00,83955944.00,13.24
"2025-01-07",27,78556043.00,95073689.00,-17.37
"2025-01-08",46,150591077.00,78556043.00,91.70
"2025-01-09",37,127693902.00,150591077.00,-15.20
"2025-01-10",33,123844374.00,127693902.00,-3.01
"2025-01-11",32,106227781.00,123844374.00,-14.22
"2025-01-12",28,73590751.00,106227781.00,-30.72
"2025-01-13",48,147290584.00,73590751.00,100.15
"2025-01-14",45,149415636.00,147290584.00,1.44
"2025-01-15",42,131117488.00,149415636.00,-12.25
"2025-01-16",37,121743214.00,131117488.00,-7.15
"2025-01-17",45,139172309.00,121743214.00,14.32
"2025-01-18",22,73219969.00,139172309.00,-47.39
"2025-01-19",28,84237918.00,73219969.00,15.05
"2025-01-20",38,124271997.00,84237918.00,47.53
"2025-01-21",28,81104716.00,124271997.00,-34.74
"2025-01-22",34,102368569.00,81104716.00,26.22
"2025-01-23",27,84369184.00,102368569.00,-17.58
"2025-01-24",27,76105379.00,84369184.00,-9.79
"2025-01-25",27,98292032.00,76105379.00,29.15
"2025-01-26",41,134849349.00,98292032.00,37.19
"2025-01-27",19,50254842.00,134849349.00,-62.73
"2025-01-28",29,86853938.00,50254842.00,72.83
"2025-01-29",36,100684872.00,86853938.00,15.92
"2025-01-30",38,105626715.00,100684872.00,4.91
"2025-01-31",22,76296840.00,105626715.00,-27.77
"2025-02-01",28,91396355.00,76296840.00,19.79
"2025-02-02",34,131301081.00,91396355.00,43.66
"2025-02-03",26,85286212.00,131301081.00,-35.05
"2025-02-04",34,95041790.00,85286212.00,11.44
"2025-02-05",32,123125521.00,95041790.00,29.55
"2025-02-06",27,114336388.00,123125521.00,-7.14
"2025-02-07",40,138500397.00,114336388.00,21.13
"2025-02-08",26,87033921.00,138500397.00,-37.16
"2025-02-09",29,132652171.00,87033921.00,52.41
"2025-02-10",32,112211651.00,132652171.00,-15.41
"2025-02-11",31,100243996.00,112211651.00,-10.67
"2025-02-12",40,126000556.00,100243996.00,25.69
"2025-02-13",21,84041261.00,126000556.00,-33.30
"2025-02-14",25,83344118.00,84041261.00,-0.83
"2025-02-15",33,129403945.00,83344118.00,55.26
"2025-02-16",33,106933923.00,129403945.00,-17.36
"2025-02-17",33,122775085.00,106933923.00,14.81
"2025-02-18",21,63632404.00,122775085.00,-48.17
"2025-02-19",37,133423675.00,63632404.00,109.68
"2025-02-20",29,84689689.00,133423675.00,-36.53
"2025-02-21",31,86316913.00,84689689.00,1.92
"2025-02-22",28,105644637.00,86316913.00,22.39
"2025-02-23",34,114321259.00,105644637.00,8.21
"2025-02-24",31,74833338.00,114321259.00,-34.54
"2025-02-25",39,121361281.00,74833338.00,62.18
"2025-02-26",35,136805276.00,121361281.00,12.73
"2025-02-27",25,89754703.00,136805276.00,-34.39
"2025-02-28",38,156525078.00,89754703.00,74.39
"2025-03-01",30,82311208.00,156525078.00,-47.41
"2025-03-02",31,111296720.00,82311208.00,35.21
"2025-03-03",29,98625231.00,111296720.00,-11.39
"2025-03-04",28,84645602.00,98625231.00,-14.17
"2025-03-05",35,114852154.00,84645602.00,35.69
"2025-03-06",30,75229617.00,114852154.00,-34.50
"2025-03-07",31,89226807.00,75229617.00,18.61
"2025-03-08",33,92381947.00,89226807.00,3.54
"2025-03-09",25,87567249.00,92381947.00,-5.21
"2025-03-10",33,108138757.00,87567249.00,23.49
"2025-03-11",38,169729521.00,108138757.00,56.96
"2025-03-12",27,101194448.00,169729521.00,-40.38
"2025-03-13",33,102387940.00,101194448.00,1.18
"2025-03-14",30,103876581.00,102387940.00,1.45
"2025-03-15",27,71517284.00,103876581.00,-31.15
"2025-03-16",26,78452305.00,71517284.00,9.70
"2025-03-17",38,151387558.00,78452305.00,92.97
"2025-03-18",38,131088069.00,151387558.00,-13.41
"2025-03-19",23,73718329.00,131088069.00,-43.76
"2025-03-20",28,93857753.00,73718329.00,27.32
"2025-03-21",38,129930913.00,93857753.00,38.43
"2025-03-22",28,96269018.00,129930913.00,-25.91
"2025-03-23",44,166619213.00,96269018.00,73.08
"2025-03-24",32,108251248.00,166619213.00,-35.03
"2025-03-25",29,75611150.00,108251248.00,-30.15
"2025-03-26",25,63132060.00,75611150.00,-16.50
"2025-03-27",36,103605385.00,63132060.00,64.11
"2025-03-28",43,129001437.00,103605385.00,24.51
"2025-03-29",36,131856779.00,129001437.00,2.21
"2025-03-30",19,57654514.00,131856779.00,-56.27
"2025-03-31",30,82697432.00,57654514.00,43.44
"2025-04-01",27,90493000.00,82697432.00,9.43
"2025-04-02",37,123434359.00,90493000.00,36.40
"2025-04-03",40,128767795.00,123434359.00,4.32
"2025-04-04",31,104088510.00,128767795.00,-19.17
"2025-04-05",27,124569805.00,104088510.00,19.68
"2025-04-06",37,104584675.00,124569805.00,-16.04
"2025-04-07",35,120931804.00,104584675.00,15.63
"2025-04-08",31,103371426.00,120931804.00,-14.52
"2025-04-09",26,88082619.00,103371426.00,-14.79
"2025-04-10",33,81274306.00,88082619.00,-7.73
"2025-04-11",35,91669292.00,81274306.00,12.79
"2025-04-12",24,84338063.00,91669292.00,-8.00
"2025-04-13",30,86801352.00,84338063.00,2.92
"2025-04-14",30,114212580.00,86801352.00,31.58
"2025-04-15",36,102246675.00,114212580.00,-10.48
"2025-04-16",40,147011607.00,102246675.00,43.78
"2025-04-17",35,114201071.00,147011607.00,-22.32
"2025-04-18",43,144624122.00,114201071.00,26.64
"2025-04-19",32,128374084.00,144624122.00,-11.24
"2025-04-20",37,146791735.00,128374084.00,14.35
"2025-04-21",34,87288724.00,146791735.00,-40.54
"2025-04-22",25,95191668.00,87288724.00,9.05
"2025-04-23",33,105156589.00,95191668.00,10.47
"2025-04-24",38,140945493.00,105156589.00,34.03
"2025-04-25",25,75470200.00,140945493.00,-46.45
"2025-04-26",20,65137873.00,75470200.00,-13.69
"2025-04-27",40,115492701.00,65137873.00,77.30
"2025-04-28",30,105342620.00,115492701.00,-8.79
"2025-04-29",40,128060992.00,105342620.00,21.57
"2025-04-30",36,131875681.00,128060992.00,2.98
"2025-05-01",30,86112470.00,131875681.00,-34.70
"2025-05-02",34,94851666.00,86112470.00,10.15
"2025-05-03",24,98827711.00,94851666.00,4.19
"2025-05-04",24,87166867.00,98827711.00,-11.80
"2025-05-05",37,134982533.00,87166867.00,54.86
"2025-05-06",36,123255557.00,134982533.00,-8.69
"2025-05-07",24,79192056.00,123255557.00,-35.75
"2025-05-08",36,132778960.00,79192056.00,67.67
"2025-05-09",27,62256706.00,132778960.00,-53.11
"2025-05-10",28,105398625.00,62256706.00,69.30
"2025-05-11",29,77198861.00,105398625.00,-26.76
"2025-05-12",41,100312551.00,77198861.00,29.94
"2025-05-13",33,124223319.00,100312551.00,23.84
"2025-05-14",36,127486118.00,124223319.00,2.63
"2025-05-15",32,108115422.00,127486118.00,-15.19
"2025-05-16",25,82792613.00,108115422.00,-23.42
"2025-05-17",27,99369227.00,82792613.00,20.02
"2025-05-18",28,81591149.00,99369227.00,-17.89
"2025-05-19",35,127573744.00,81591149.00,56.36
"2025-05-20",29,122686744.00,127573744.00,-3.83
"2025-05-21",24,70299472.00,122686744.00,-42.70
"2025-05-22",35,133989986.00,70299472.00,90.60
"2025-05-23",35,103705453.00,133989986.00,-22.60
"2025-05-24",35,82463684.00,103705453.00,-20.48
"2025-05-25",37,130439030.00,82463684.00,58.18
"2025-05-26",45,141909629.00,130439030.00,8.79
"2025-05-27",28,64845256.00,141909629.00,-54.31
"2025-05-28",21,71120823.00,64845256.00,9.68
"2025-05-29",38,105813168.00,71120823.00,48.78
"2025-05-30",31,100939742.00,105813168.00,-4.61
"2025-05-31",32,114455487.00,100939742.00,13.39
"2025-06-01",30,120516612.00,114455487.00,5.30
"2025-06-02",27,73704958.00,120516612.00,-38.84
"2025-06-03",25,86703293.00,73704958.00,17.64
"2025-06-04",24,81146018.00,86703293.00,-6.41
"2025-06-05",29,84875721.00,81146018.00,4.60
"2025-06-06",20,64716889.00,84875721.00,-23.75
"2025-06-07",31,95490010.00,64716889.00,47.55
"2025-06-08",30,122937567.00,95490010.00,28.74
"2025-06-09",23,71404129.00,122937567.00,-41.92
"2025-06-10",41,117296567.00,71404129.00,64.27
"2025-06-11",29,85583223.00,117296567.00,-27.04
"2025-06-12",33,107274523.00,85583223.00,25.35
"2025-06-13",32,129560259.00,107274523.00,20.77
"2025-06-14",40,128060478.00,129560259.00,-1.16
"2025-06-15",35,128065401.00,128060478.00,0.00
"2025-06-16",23,74018934.00,128065401.00,-42.20
"2025-06-17",31,111777798.00,74018934.00,51.01
"2025-06-18",25,61037246.00,111777798.00,-45.39
"2025-06-19",36,138566165.00,61037246.00,127.02
"2025-06-20",36,150254167.00,138566165.00,8.43
"2025-06-21",27,82751029.00,150254167.00,-44.93
"2025-06-22",28,104406689.00,82751029.00,26.17
"2025-06-23",27,113604020.00,104406689.00,8.81
"2025-06-24",35,129742139.00,113604020.00,14.21
"2025-06-25",35,118745176.00,129742139.00,-8.48
"2025-06-26",32,106048839.00,118745176.00,-10.69
"2025-06-27",31,93106311.00,106048839.00,-12.20
"2025-06-28",33,85989715.00,93106311.00,-7.64
"2025-06-29",33,98958531.00,85989715.00,15.08
"2025-06-30",31,118637719.00,98958531.00,19.89
"2025-07-01",28,75091994.00,118637719.00,-36.70
"2025-07-02",33,114533609.00,75091994.00,52.52
"2025-07-03",27,103117569.00,114533609.00,-9.97
"2025-07-04",32,96971026.00,103117569.00,-5.96
"2025-07-05",38,139040438.00,96971026.00,43.38
"2025-07-06",40,133426205.00,139040438.00,-4.04
"2025-07-07",41,133617986.00,133426205.00,0.14
"2025-07-08",32,107600838.00,133617986.00,-19.47
"2025-07-09",30,83759861.00,107600838.00,-22.16
"2025-07-10",27,71805269.00,83759861.00,-14.27
"2025-07-11",31,102273809.00,71805269.00,42.43
"2025-07-12",40,154587051.00,102273809.00,51.15
"2025-07-13",31,103312608.00,154587051.00,-33.17
"2025-07-14",29,114414484.00,103312608.00,10.75
"2025-07-15",34,130940882.00,114414484.00,14.44
"2025-07-16",37,148761452.00,130940882.00,13.61
"2025-07-17",33,83656864.00,148761452.00,-43.76
"2025-07-18",32,76019875.00,83656864.00,-9.13
"2025-07-19",43,133526549.00,76019875.00,75.65
"2025-07-20",20,54948251.00,133526549.00,-58.85
"2025-07-21",27,90865317.00,54948251.00,65.37
"2025-07-22",32,104663539.00,90865317.00,15.19
"2025-07-23",41,174596287.00,104663539.00,66.82
"2025-07-24",41,153084198.00,174596287.00,-12.32
"2025-07-25",25,60590138.00,153084198.00,-60.42
"2025-07-26",26,72919625.00,60590138.00,20.35
"2025-07-27",34,124126307.00,72919625.00,70.22
"2025-07-28",34,119777319.00,124126307.00,-3.50
"2025-07-29",29,94701434.00,119777319.00,-20.94
"2025-07-30",33,121161245.00,94701434.00,27.94
"2025-07-31",34,103528758.00,121161245.00,-14.55
"2025-08-01",39,120727949.00,103528758.00,16.61
"2025-08-02",34,140228346.00,120727949.00,16.15
"2025-08-03",25,93546117.00,140228346.00,-33.29
"2025-08-04",21,68828676.00,93546117.00,-26.42
"2025-08-05",28,88279548.00,68828676.00,28.26
"2025-08-06",33,135808168.00,88279548.00,53.84
"2025-08-07",38,120756313.00,135808168.00,-11.08
"2025-08-08",45,139636259.00,120756313.00,15.63
"2025-08-09",42,108498073.00,139636259.00,-22.30
"2025-08-10",31,82163966.00,108498073.00,-24.27
"2025-08-11",38,114492457.00,82163966.00,39.35
"2025-08-12",35,131638501.00,114492457.00,14.98
"2025-08-13",25,76456601.00,131638501.00,-41.92
"2025-08-14",29,87167473.00,76456601.00,14.01
"2025-08-15",42,158883549.00,87167473.00,82.27
"2025-08-16",30,115438328.00,158883549.00,-27.34
"2025-08-17",34,108631766.00,115438328.00,-5.90
"2025-08-18",39,137512558.00,108631766.00,26.59
"2025-08-19",34,118446512.00,137512558.00,-13.86
"2025-08-20",34,115299567.00,118446512.00,-2.66
"2025-08-21",33,101098644.00,115299567.00,-12.32
"2025-08-22",26,103253885.00,101098644.00,2.13
"2025-08-23",24,73790102.00,103253885.00,-28.54
"2025-08-24",36,103702985.00,73790102.00,40.54
"2025-08-25",35,138500975.00,103702985.00,33.56
"2025-08-26",33,114365607.00,138500975.00,-17.43
"2025-08-27",34,126879638.00,114365607.00,10.94
"2025-08-28",26,89242079.00,126879638.00,-29.66
"2025-08-29",35,143204254.00,89242079.00,60.47
"2025-08-30",34,94319545.00,143204254.00,-34.14
"2025-08-31",31,128189147.00,94319545.00,35.91
"2025-09-01",32,116964076.00,128189147.00,-8.76
"2025-09-02",30,112001103.00,116964076.00,-4.24
"2025-09-03",39,141789807.00,112001103.00,26.60
"2025-09-04",33,71823416.00,141789807.00,-49.35
"2025-09-05",39,102154006.00,71823416.00,42.23
"2025-09-06",30,131797537.00,102154006.00,29.02
"2025-09-07",24,58916079.00,131797537.00,-55.30
"2025-09-08",33,110675098.00,58916079.00,87.85
"2025-09-09",34,110682647.00,110675098.00,0.01
"2025-09-10",31,102024155.00,110682647.00,-7.82
"2025-09-11",34,82137553.00,102024155.00,-19.49
"2025-09-12",37,130870797.00,82137553.00,59.33
"2025-09-13",27,74793792.00,130870797.00,-42.85
"2025-09-14",36,123754575.00,74793792.00,65.46
"2025-09-15",42,142458456.00,123754575.00,15.11
"2025-09-16",32,114125129.00,142458456.00,-19.89
"2025-09-17",34,130828248.00,114125129.00,14.64
"2025-09-18",24,78403691.00,130828248.00,-40.07
"2025-09-19",39,128546554.00,78403691.00,63.95
"2025-09-20",35,109931103.00,128546554.00,-14.48
"2025-09-21",36,92624329.00,109931103.00,-15.74
"2025-09-22",32,91951810.00,92624329.00,-0.73
"2025-09-23",29,93776044.00,91951810.00,1.98
"2025-09-24",34,114408982.00,93776044.00,22.00
"2025-09-25",34,113428831.00,114408982.00,-0.86
"2025-09-26",29,96670138.00,113428831.00,-14.77
"2025-09-27",46,130540116.00,96670138.00,35.04
"2025-09-28",36,114739736.00,130540116.00,-12.10
"2025-09-29",33,113024224.00,114739736.00,-1.50
"2025-09-30",29,93539106.00,113024224.00,-17.24
"2025-10-01",36,141821785.00,93539106.00,51.62
"2025-10-02",23,72633022.00,141821785.00,-48.79
"2025-10-03",28,91219232.00,72633022.00,25.59
"2025-10-04",19,63523728.00,91219232.00,-30.36
"2025-10-05",28,87855788.00,63523728.00,38.30
"2025-10-06",36,135826152.00,87855788.00,54.60
"2025-10-07",31,96340250.00,135826152.00,-29.07
"2025-10-08",39,128746901.00,96340250.00,33.64
"2025-10-09",47,155018430.00,128746901.00,20.41
"2025-10-10",26,78638452.00,155018430.00,-49.27
"2025-10-11",37,110669860.00,78638452.00,40.73
"2025-10-12",32,98298262.00,110669860.00,-11.18
"2025-10-13",36,116703431.00,98298262.00,18.72
"2025-10-14",43,151519676.00,116703431.00,29.83
"2025-10-15",32,118662480.00,151519676.00,-21.69
"2025-10-16",12,26018376.00,118662480.00,-78.07
"2025-10-17",33,91804466.00,26018376.00,252.84
"2025-10-18",32,82707673.00,91804466.00,-9.91
"2025-10-19",35,88854474.00,82707673.00,7.43
"2025-10-20",28,94474715.00,88854474.00,6.33
"2025-10-21",29,87017778.00,94474715.00,-7.89
"2025-10-22",38,119032580.00,87017778.00,36.79
"2025-10-23",25,104860447.00,119032580.00,-11.91
"2025-10-24",30,94541908.00,104860447.00,-9.84
"2025-10-25",40,131626346.00,94541908.00,39.23
"2025-10-26",22,65755541.00,131626346.00,-50.04
"2025-10-27",31,83800764.00,65755541.00,27.44
"2025-10-28",38,103023009.00,83800764.00,22.94
"2025-10-29",30,87663251.00,103023009.00,-14.91
"2025-10-30",23,88538806.00,87663251.00,1.00
"2025-10-31",35,117329340.00,88538806.00,32.52
"2025-11-01",25,73470615.00,117329340.00,-37.38
"2025-11-02",37,136970049.00,73470615.00,86.43
"2025-11-03",29,91611989.00,136970049.00,-33.12
"2025-11-04",37,158513318.00,91611989.00,73.03
"2025-11-05",28,88311806.00,158513318.00,-44.29
"2025-11-06",23,65547991.00,88311806.00,-25.78
"2025-11-07",32,107700150.00,65547991.00,64.31
"2025-11-08",36,90146124.00,107700150.00,-16.30
"2025-11-09",35,116038700.00,90146124.00,28.72
"2025-11-10",32,118678345.00,116038700.00,2.27
"2025-11-11",22,76859873.00,118678345.00,-35.24
"2025-11-12",28,89868495.00,76859873.00,16.93
"2025-11-13",30,100988242.00,89868495.00,12.37
"2025-11-14",31,88785561.00,100988242.00,-12.08
"2025-11-15",33,100644530.00,88785561.00,13.36
"2025-11-16",32,98277679.00,100644530.00,-2.35
